transaction_id,account_id,account_owner,date,datetime,authorized_date,authorized_datetime,amount,iso_currency_code,unofficial_currency_code,name,merchant_name,merchant_entity_id,logo_url,website,pending,pending_transaction_id,transaction_type,transaction_code,payment_channel,check_number,category,category_id,personal_finance_category,personal_finance_category_icon_url,counterparties,location,payment_meta
p4N9ZxNr6rHLjAARakWGIKnNR95PjVipANXZJ,kB3kPK3VRVUn8xxeyMQ9fLa5RlRbyEuLnqBMl,,2025-06-14,,2025-06-13,,89.4,USD,,SparkFun,FUN,,,,False,,place,,in store,,,,"{""confidence_level"":""LOW"",""detailed"":""GENERAL_MERCHANDISE_GIFTS_AND_NOVELTIES"",""primary"":""GENERAL_MERCHANDISE"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_GENERAL_MERCHANDISE.png,"[{""confidence_level"":""LOW"",""entity_id"":null,""logo_url"":null,""name"":""FUN"",""phone_number"":null,""type"":""merchant"",""website"":null}]","{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
AX8p6G8DoDTP9JJajA3yHaZze8gqygC9nlBXG,dbv8BnvyRyUPJnnvRlaGHgkQWMAqL6hJKlwV3,,2025-06-13,,2025-06-13,,-4.22,USD,,INTRST PYMNT,,,,,False,,special,,other,,,,"{""confidence_level"":""LOW"",""detailed"":""TRANSFER_IN_OTHER_TRANSFER_IN"",""primary"":""TRANSFER_IN"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_TRANSFER_IN.png,[],"{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
wZMJw7M464S3K11QeyEpsyJWZKvLnvfPBxQpg,4mNGDeNEAECAaZZ8lonrsM45QRrKe8sJz9eGe,,2025-06-03,,,,500,USD,,United Airlines,United Airlines,NKDjqyAdQQzpyeD8qpLnX0D6yvLe2KYKYYzQ4,https://plaid-merchant-logos.plaid.com/united_airlines_1065.png,united.com,False,,special,,in store,,,,"{""confidence_level"":""VERY_HIGH"",""detailed"":""TRAVEL_FLIGHTS"",""primary"":""TRAVEL"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_TRAVEL.png,"[{""confidence_level"":""VERY_HIGH"",""entity_id"":""NKDjqyAdQQzpyeD8qpLnX0D6yvLe2KYKYYzQ4"",""logo_url"":""https://plaid-merchant-logos.plaid.com/united_airlines_1065.png"",""name"":""United Airlines"",""phone_number"":null,""type"":""merchant"",""website"":""united.com""}]","{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
oa49Q34K6KtZemmbWk6jtBynmJNRK6foWnvdk,kB3kPK3VRVUn8xxeyMQ9fLa5RlRbyEuLnqBMl,,2025-06-01,,2025-05-31,,6.33,USD,,Uber 072515 SF**POOL**,Uber,eyg8o776k0QmNgVpAmaQj4WgzW9Qzo6O51gdd,https://plaid-merchant-logos.plaid.com/uber_1060.png,uber.com,False,,special,,online,,,,"{""confidence_level"":""VERY_HIGH"",""detailed"":""TRANSPORTATION_TAXIS_AND_RIDE_SHARES"",""primary"":""TRANSPORTATION"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_TRANSPORTATION.png,"[{""confidence_level"":""VERY_HIGH"",""entity_id"":""eyg8o776k0QmNgVpAmaQj4WgzW9Qzo6O51gdd"",""logo_url"":""https://plaid-merchant-logos.plaid.com/uber_1060.png"",""name"":""Uber"",""phone_number"":null,""type"":""merchant"",""website"":""uber.com""}]","{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
58P6RQPWXWU93nnkqAbwTWDyVqbgBbT5qA6nZ,4mNGDeNEAECAaZZ8lonrsM45QRrKe8sJz9eGe,,2025-05-29,,,,500,USD,,Tectra Inc,,,,,False,,place,,in store,,,,"{""confidence_level"":""LOW"",""detailed"":""RENT_AND_UTILITIES_INTERNET_AND_CABLE"",""primary"":""RENT_AND_UTILITIES"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_RENT_AND_UTILITIES.png,[],"{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
l3xdjrxwRwfredd9XDA4fzdjVlB71BupDeMqE,4mNGDeNEAECAaZZ8lonrsM45QRrKe8sJz9eGe,,2025-05-28,,,,2078.5,USD,,AUTOMATIC PAYMENT - THANK,,,,,False,,special,,online,,,,"{""confidence_level"":""LOW"",""detailed"":""LOAN_PAYMENTS_OTHER_PAYMENT"",""primary"":""LOAN_PAYMENTS"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_LOAN_PAYMENTS.png,[],"{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
kB3kPK3VRVUn8xxeyMQ9fLazlQ7M47cLyemjJ,4mNGDeNEAECAaZZ8lonrsM45QRrKe8sJz9eGe,,2025-05-28,,,,500,USD,,KFC,KFC,3LmdknrdwVy9vm0dqj417rLKeJXW7veV7eb2e,https://plaid-merchant-logos.plaid.com/kfc_546.png,kfc.com,False,,place,,in store,,,,"{""confidence_level"":""VERY_HIGH"",""detailed"":""FOOD_AND_DRINK_FAST_FOOD"",""primary"":""FOOD_AND_DRINK"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_FOOD_AND_DRINK.png,"[{""confidence_level"":""VERY_HIGH"",""entity_id"":""3LmdknrdwVy9vm0dqj417rLKeJXW7veV7eb2e"",""logo_url"":""https://plaid-merchant-logos.plaid.com/kfc_546.png"",""name"":""KFC"",""phone_number"":null,""type"":""merchant"",""website"":""kfc.com""}]","{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
JXv96rv3y3TbzrrMGledUqJN9Aka3khBVvnyB,4mNGDeNEAECAaZZ8lonrsM45QRrKe8sJz9eGe,,2025-05-28,,,,500,USD,,Madison Bicycle Shop,,,,,False,,place,,in store,,,,"{""confidence_level"":""LOW"",""detailed"":""TRANSPORTATION_BIKES_AND_SCOOTERS"",""primary"":""TRANSPORTATION"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_TRANSPORTATION.png,[],"{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
GXvoAlvrVrTWqlle3MPXTywjo8XxrXf6zXZlb,dbv8BnvyRyUPJnnvRlaGHgkQWMAqL6hJKlwV3,,2025-05-19,,2025-05-18,,25,USD,,CREDIT CARD 3333 PAYMENT *//,,,,,False,,special,,other,,,,"{""confidence_level"":""HIGH"",""detailed"":""LOAN_PAYMENTS_CREDIT_CARD_PAYMENT"",""primary"":""LOAN_PAYMENTS"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_LOAN_PAYMENTS.png,[],"{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
gqKkdyKRDRF8ZAAwJNPBfZBkNEmawncEvQyxM,kB3kPK3VRVUn8xxeyMQ9fLa5RlRbyEuLnqBMl,,2025-05-19,,2025-05-18,,5.4,USD,,Uber 063015 SF**POOL**,Uber,eyg8o776k0QmNgVpAmaQj4WgzW9Qzo6O51gdd,https://plaid-merchant-logos.plaid.com/uber_1060.png,uber.com,False,,special,,online,,,,"{""confidence_level"":""VERY_HIGH"",""detailed"":""TRANSPORTATION_TAXIS_AND_RIDE_SHARES"",""primary"":""TRANSPORTATION"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_TRANSPORTATION.png,"[{""confidence_level"":""VERY_HIGH"",""entity_id"":""eyg8o776k0QmNgVpAmaQj4WgzW9Qzo6O51gdd"",""logo_url"":""https://plaid-merchant-logos.plaid.com/uber_1060.png"",""name"":""Uber"",""phone_number"":null,""type"":""merchant"",""website"":""uber.com""}]","{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
mxdb7zdl6lsj8aabg6MNfK1nk684W8CgVnrjP,NXvg6xv4L4TRrxxoqzleSyGjeZNn3LsydovR3,,2025-05-18,,,,5850,USD,,ACH Electronic CreditGUSTO PAY 123456,,,,,False,,special,,online,,,,"{""confidence_level"":""HIGH"",""detailed"":""TRANSFER_OUT_ACCOUNT_TRANSFER"",""primary"":""TRANSFER_OUT"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_TRANSFER_OUT.png,[],"{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":""ACH"",""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
p4N9ZxNr6rHLjAARakWGIKnNlxX15XCpANX48,aDv9KWvnRnsD8WW57d3QfN3M75GPzvfZwoqyW,,2025-05-18,,,,1000,USD,,CD DEPOSIT .INITIAL.,,,,,False,,special,,other,,,,"{""confidence_level"":""LOW"",""detailed"":""TRANSFER_OUT_ACCOUNT_TRANSFER"",""primary"":""TRANSFER_OUT"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_TRANSFER_OUT.png,[],"{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
qkP9MdPz6zUpVJJN1oaeSvMZ1ejLBjig41QjV,4mNGDeNEAECAaZZ8lonrsM45QRrKe8sJz9eGe,,2025-05-17,,2025-05-16,,78.5,USD,,Touchstone Climbing,,,,,False,,place,,in store,,,,"{""confidence_level"":""LOW"",""detailed"":""PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS"",""primary"":""PERSONAL_CARE"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_PERSONAL_CARE.png,[],"{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
8XeqA1enonTPq99lzr8vHKyDPlv7aniWkVNbz,kB3kPK3VRVUn8xxeyMQ9fLa5RlRbyEuLnqBMl,,2025-05-17,,2025-05-17,,-500,USD,,United Airlines,United Airlines,NKDjqyAdQQzpyeD8qpLnX0D6yvLe2KYKYYzQ4,https://plaid-merchant-logos.plaid.com/united_airlines_1065.png,united.com,False,,special,,in store,,,,"{""confidence_level"":""VERY_HIGH"",""detailed"":""TRAVEL_FLIGHTS"",""primary"":""TRAVEL"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_TRAVEL.png,"[{""confidence_level"":""VERY_HIGH"",""entity_id"":""NKDjqyAdQQzpyeD8qpLnX0D6yvLe2KYKYYzQ4"",""logo_url"":""https://plaid-merchant-logos.plaid.com/united_airlines_1065.png"",""name"":""United Airlines"",""phone_number"":null,""type"":""merchant"",""website"":""united.com""}]","{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
EXGvbyGqLqT49AAjrGmbUgPdDVq3XWi4pP6qr,kB3kPK3VRVUn8xxeyMQ9fLa5RlRbyEuLnqBMl,,2025-05-16,,2025-05-16,,12,USD,,McDonald's,McDonald's,vzWXDWBjB06j5BJoD3Jo84OJZg7JJzmqOZA22,https://plaid-merchant-logos.plaid.com/mcdonalds_619.png,mcdonalds.com,False,,place,,in store,,,,"{""confidence_level"":""VERY_HIGH"",""detailed"":""FOOD_AND_DRINK_FAST_FOOD"",""primary"":""FOOD_AND_DRINK"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_FOOD_AND_DRINK.png,"[{""confidence_level"":""VERY_HIGH"",""entity_id"":""vzWXDWBjB06j5BJoD3Jo84OJZg7JJzmqOZA22"",""logo_url"":""https://plaid-merchant-logos.plaid.com/mcdonalds_619.png"",""name"":""McDonald's"",""phone_number"":null,""type"":""merchant"",""website"":""mcdonalds.com""}]","{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":""3322""}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
WnvzVQv1B1TMNQQdw6aBswbavD1xRGT6J7BkB,kB3kPK3VRVUn8xxeyMQ9fLa5RlRbyEuLnqBMl,,2025-05-16,,2025-05-16,,4.33,USD,,Starbucks,Starbucks,NZAJQ5wYdo1W1p39X5q5gpb15OMe39pj4pJBb,https://plaid-merchant-logos.plaid.com/starbucks_956.png,starbucks.com,False,,place,,in store,,,,"{""confidence_level"":""VERY_HIGH"",""detailed"":""FOOD_AND_DRINK_COFFEE"",""primary"":""FOOD_AND_DRINK"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_FOOD_AND_DRINK.png,"[{""confidence_level"":""VERY_HIGH"",""entity_id"":""NZAJQ5wYdo1W1p39X5q5gpb15OMe39pj4pJBb"",""logo_url"":""https://plaid-merchant-logos.plaid.com/starbucks_956.png"",""name"":""Starbucks"",""phone_number"":null,""type"":""merchant"",""website"":""starbucks.com""}]","{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
AX8p6G8DoDTP9JJajA3yHaZz34yoMWi9nlBQM,kB3kPK3VRVUn8xxeyMQ9fLa5RlRbyEuLnqBMl,,2025-05-15,,2025-05-14,,89.4,USD,,SparkFun,FUN,,,,False,,place,,in store,,,,"{""confidence_level"":""LOW"",""detailed"":""GENERAL_MERCHANDISE_GIFTS_AND_NOVELTIES"",""primary"":""GENERAL_MERCHANDISE"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_GENERAL_MERCHANDISE.png,"[{""confidence_level"":""LOW"",""entity_id"":null,""logo_url"":null,""name"":""FUN"",""phone_number"":null,""type"":""merchant"",""website"":null}]","{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
ndawekaq6qHJZ44bw8DPU7oNlG94p9cALNJdr,dbv8BnvyRyUPJnnvRlaGHgkQWMAqL6hJKlwV3,,2025-05-14,,2025-05-14,,-4.22,USD,,INTRST PYMNT,,,,,False,,special,,other,,,,"{""confidence_level"":""LOW"",""detailed"":""TRANSFER_IN_OTHER_TRANSFER_IN"",""primary"":""TRANSFER_IN"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_TRANSFER_IN.png,[],"{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
KXvZ6zvxLxTwlzz14qQaslz3DyGXxGCR4a59n,4mNGDeNEAECAaZZ8lonrsM45QRrKe8sJz9eGe,,2025-05-04,,,,500,USD,,United Airlines,United Airlines,NKDjqyAdQQzpyeD8qpLnX0D6yvLe2KYKYYzQ4,https://plaid-merchant-logos.plaid.com/united_airlines_1065.png,united.com,False,,special,,in store,,,,"{""confidence_level"":""VERY_HIGH"",""detailed"":""TRAVEL_FLIGHTS"",""primary"":""TRAVEL"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_TRAVEL.png,"[{""confidence_level"":""VERY_HIGH"",""entity_id"":""NKDjqyAdQQzpyeD8qpLnX0D6yvLe2KYKYYzQ4"",""logo_url"":""https://plaid-merchant-logos.plaid.com/united_airlines_1065.png"",""name"":""United Airlines"",""phone_number"":null,""type"":""merchant"",""website"":""united.com""}]","{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
GXvoAlvrVrTWqlle3MPXTywjJVrE9AT6zXZ5R,kB3kPK3VRVUn8xxeyMQ9fLa5RlRbyEuLnqBMl,,2025-05-02,,2025-05-01,,6.33,USD,,Uber 072515 SF**POOL**,Uber,eyg8o776k0QmNgVpAmaQj4WgzW9Qzo6O51gdd,https://plaid-merchant-logos.plaid.com/uber_1060.png,uber.com,False,,special,,online,,,,"{""confidence_level"":""VERY_HIGH"",""detailed"":""TRANSPORTATION_TAXIS_AND_RIDE_SHARES"",""primary"":""TRANSPORTATION"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_TRANSPORTATION.png,"[{""confidence_level"":""VERY_HIGH"",""entity_id"":""eyg8o776k0QmNgVpAmaQj4WgzW9Qzo6O51gdd"",""logo_url"":""https://plaid-merchant-logos.plaid.com/uber_1060.png"",""name"":""Uber"",""phone_number"":null,""type"":""merchant"",""website"":""uber.com""}]","{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
rPk91akB6BHJnjj7wZNQUWMnEblBglT73VGAp,4mNGDeNEAECAaZZ8lonrsM45QRrKe8sJz9eGe,,2025-04-29,,,,500,USD,,Tectra Inc,,,,,False,,place,,in store,,,,"{""confidence_level"":""LOW"",""detailed"":""RENT_AND_UTILITIES_INTERNET_AND_CABLE"",""primary"":""RENT_AND_UTILITIES"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_RENT_AND_UTILITIES.png,[],"{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
354do748Z8sbeXX8Q1JwUnaxw3oREoCZdeWj5,4mNGDeNEAECAaZZ8lonrsM45QRrKe8sJz9eGe,,2025-04-28,,,,2078.5,USD,,AUTOMATIC PAYMENT - THANK,,,,,False,,special,,online,,,,"{""confidence_level"":""LOW"",""detailed"":""LOAN_PAYMENTS_OTHER_PAYMENT"",""primary"":""LOAN_PAYMENTS"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_LOAN_PAYMENTS.png,[],"{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
BXE9AnEVoVT8NMM47jxWfaj3NB4QM4C4DNkpa,4mNGDeNEAECAaZZ8lonrsM45QRrKe8sJz9eGe,,2025-04-28,,,,500,USD,,KFC,KFC,3LmdknrdwVy9vm0dqj417rLKeJXW7veV7eb2e,https://plaid-merchant-logos.plaid.com/kfc_546.png,kfc.com,False,,place,,in store,,,,"{""confidence_level"":""VERY_HIGH"",""detailed"":""FOOD_AND_DRINK_FAST_FOOD"",""primary"":""FOOD_AND_DRINK"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_FOOD_AND_DRINK.png,"[{""confidence_level"":""VERY_HIGH"",""entity_id"":""3LmdknrdwVy9vm0dqj417rLKeJXW7veV7eb2e"",""logo_url"":""https://plaid-merchant-logos.plaid.com/kfc_546.png"",""name"":""KFC"",""phone_number"":null,""type"":""merchant"",""website"":""kfc.com""}]","{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
zLp9VZpj6jTlwVVXKyp8fZmxAe8Dn8tl41eye,4mNGDeNEAECAaZZ8lonrsM45QRrKe8sJz9eGe,,2025-04-28,,,,500,USD,,Madison Bicycle Shop,,,,,False,,place,,in store,,,,"{""confidence_level"":""LOW"",""detailed"":""TRANSPORTATION_BIKES_AND_SCOOTERS"",""primary"":""TRANSPORTATION"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_TRANSPORTATION.png,[],"{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
bnvgrAvbRbT8pAA1DQelf94AXxWyzWumM1B58,dbv8BnvyRyUPJnnvRlaGHgkQWMAqL6hJKlwV3,,2025-04-19,,2025-04-18,,25,USD,,CREDIT CARD 3333 PAYMENT *//,,,,,False,,special,,other,,,,"{""confidence_level"":""HIGH"",""detailed"":""LOAN_PAYMENTS_CREDIT_CARD_PAYMENT"",""primary"":""LOAN_PAYMENTS"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_LOAN_PAYMENTS.png,[],"{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
ndawekaq6qHJZ44bw8DPU7oN3Bp5V6HALNJjm,kB3kPK3VRVUn8xxeyMQ9fLa5RlRbyEuLnqBMl,,2025-04-19,,2025-04-18,,5.4,USD,,Uber 063015 SF**POOL**,Uber,eyg8o776k0QmNgVpAmaQj4WgzW9Qzo6O51gdd,https://plaid-merchant-logos.plaid.com/uber_1060.png,uber.com,False,,special,,online,,,,"{""confidence_level"":""VERY_HIGH"",""detailed"":""TRANSPORTATION_TAXIS_AND_RIDE_SHARES"",""primary"":""TRANSPORTATION"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_TRANSPORTATION.png,"[{""confidence_level"":""VERY_HIGH"",""entity_id"":""eyg8o776k0QmNgVpAmaQj4WgzW9Qzo6O51gdd"",""logo_url"":""https://plaid-merchant-logos.plaid.com/uber_1060.png"",""name"":""Uber"",""phone_number"":null,""type"":""merchant"",""website"":""uber.com""}]","{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
y1L5yQLP6PirdnnpoByGfpxAGPo8Koc47bgdo,NXvg6xv4L4TRrxxoqzleSyGjeZNn3LsydovR3,,2025-04-18,,,,5850,USD,,ACH Electronic CreditGUSTO PAY 123456,,,,,False,,special,,online,,,,"{""confidence_level"":""HIGH"",""detailed"":""TRANSFER_OUT_ACCOUNT_TRANSFER"",""primary"":""TRANSFER_OUT"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_TRANSFER_OUT.png,[],"{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":""ACH"",""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
oa49Q34K6KtZemmbWk6jtByn8b9aN9FoWnvaw,aDv9KWvnRnsD8WW57d3QfN3M75GPzvfZwoqyW,,2025-04-18,,,,1000,USD,,CD DEPOSIT .INITIAL.,,,,,False,,special,,other,,,,"{""confidence_level"":""LOW"",""detailed"":""TRANSFER_OUT_ACCOUNT_TRANSFER"",""primary"":""TRANSFER_OUT"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_TRANSFER_OUT.png,[],"{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
xM15ye1N6NUWRJJmEzpoTX5BeMEvDEC6dRQzW,4mNGDeNEAECAaZZ8lonrsM45QRrKe8sJz9eGe,,2025-04-17,,2025-04-16,,78.5,USD,,Touchstone Climbing,,,,,False,,place,,in store,,,,"{""confidence_level"":""LOW"",""detailed"":""PERSONAL_CARE_GYMS_AND_FITNESS_CENTERS"",""primary"":""PERSONAL_CARE"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_PERSONAL_CARE.png,[],"{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
bnvgrAvbRbT8pAA1DQelf94AQDzaE5tmM1BXy,kB3kPK3VRVUn8xxeyMQ9fLa5RlRbyEuLnqBMl,,2025-04-17,,2025-04-17,,-500,USD,,United Airlines,United Airlines,NKDjqyAdQQzpyeD8qpLnX0D6yvLe2KYKYYzQ4,https://plaid-merchant-logos.plaid.com/united_airlines_1065.png,united.com,False,,special,,in store,,,,"{""confidence_level"":""VERY_HIGH"",""detailed"":""TRAVEL_FLIGHTS"",""primary"":""TRAVEL"",""version"":""v2""}",https://plaid-category-icons.plaid.com/PFC_TRAVEL.png,"[{""confidence_level"":""VERY_HIGH"",""entity_id"":""NKDjqyAdQQzpyeD8qpLnX0D6yvLe2KYKYYzQ4"",""logo_url"":""https://plaid-merchant-logos.plaid.com/united_airlines_1065.png"",""name"":""United Airlines"",""phone_number"":null,""type"":""merchant"",""website"":""united.com""}]","{""address"":null,""city"":null,""country"":null,""lat"":null,""lon"":null,""postal_code"":null,""region"":null,""store_number"":null}","{""by_order_of"":null,""payee"":null,""payer"":null,""payment_method"":null,""payment_processor"":null,""ppd_id"":null,""reason"":null,""reference_number"":null}"
